strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_3_day_low_no_stop,AVT,2022-05-25,41.4575,,,2022-06-09,43.6833,3_day_low,2409,99871.22,5361.89,0.053688,,,,11,93.0,entry=rsi2_next_open; setup_rsi2=4.87; raw_entry=open:41.4161; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-05-24 00:00:00; filter_close=40.9738; filter_ma50=38.3106; filter_avg_value_10=33.65; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CELH,2022-06-13,19.4995,,,2022-06-14,17.9387,3_day_low,5033,98140.88,-7855.35,-0.080042,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:19.4800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=20.5033; filter_ma50=19.0715; filter_avg_value_10=54.48; filter_adr20=8.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,NRG,2022-06-13,39.2024,,,2022-06-14,36.4165,3_day_low,2487,97496.26,-6928.46,-0.071064,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:39.1632; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=39.7595; filter_ma50=37.4054; filter_avg_value_10=165.60; filter_adr20=2.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,EQT,2022-06-14,43.0303,,,2022-06-15,37.6422,3_day_low,2215,95312.13,-11934.62,-0.125216,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=2.66; raw_entry=open:42.9873; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=42.4877; filter_ma50=39.7594; filter_avg_value_10=382.39; filter_adr20=5.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CVE,2022-06-14,20.8308,,,2022-06-15,19.8547,3_day_low,4528,94321.91,-4419.76,-0.046858,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.89; raw_entry=open:20.8100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=20.4000; filter_ma50=18.0567; filter_avg_value_10=198.68; filter_adr20=3.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,TALO,2022-06-14,22.4224,,,2022-06-15,21.1089,3_day_low,4193,94017.12,-5507.63,-0.058581,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.97; raw_entry=open:22.4000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=21.8600; filter_ma50=19.8242; filter_avg_value_10=36.35; filter_adr20=5.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,VLO,2022-06-14,120.7547,,,2022-06-15,115.3881,3_day_low,774,93464.14,-4153.79,-0.044443,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.97; raw_entry=open:120.6341; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=117.4308; filter_ma50=106.0033; filter_avg_value_10=625.87; filter_adr20=3.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CTRA,2022-06-14,28.1349,,,2022-06-15,25.9988,3_day_low,3320,93408.03,-7091.92,-0.075924,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.78; raw_entry=open:28.1068; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=27.5567; filter_ma50=25.9480; filter_avg_value_10=301.06; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,MPC,2022-06-14,96.4911,,,2022-06-15,93.0884,3_day_low,951,91763.06,-3236.0,-0.035265,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:96.3947; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=94.0654; filter_ma50=86.6365; filter_avg_value_10=708.71; filter_adr20=3.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CC,2022-06-14,32.8519,,,2022-06-15,31.0552,3_day_low,2762,90737.05,-4962.55,-0.054692,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=1.67; raw_entry=open:32.8191; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=33.5070; filter_ma50=32.8864; filter_avg_value_10=43.73; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,COKE,2022-06-14,52.9805,,,2022-06-15,52.6115,3_day_low,1706,90384.66,-629.38,-0.006963,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:52.9275; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=52.8528; filter_ma50=49.6236; filter_avg_value_10=31.56; filter_adr20=5.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SMCI,2022-06-14,4.6927,,,2022-06-15,4.5435,3_day_low,19292,90531.34,-2879.07,-0.031802,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.98; raw_entry=open:4.6880; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=4.6880; filter_ma50=4.6178; filter_avg_value_10=30.46; filter_adr20=4.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,OXY,2022-06-13,57.9416,,,2022-06-16,55.0651,3_day_low,1726,100007.23,-4964.94,-0.049646,,,,3,97.0,entry=rsi2_next_open; setup_rsi2=4.35; raw_entry=open:57.8837; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=60.2417; filter_ma50=58.4586; filter_avg_value_10=1753.81; filter_adr20=4.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,PBR,2022-06-13,5.6701,,,2022-06-16,5.4858,3_day_low,17544,99476.5,-3233.11,-0.032501,,,,3,95.0,entry=rsi2_next_open; setup_rsi2=2.73; raw_entry=open:5.6645; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=5.8642; filter_ma50=5.8594; filter_avg_value_10=156.74; filter_adr20=2.79; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CRK,2022-06-14,17.6498,,,2022-06-16,15.4648,3_day_low,5454,96262.07,-11916.97,-0.123797,,,,2,99.0,entry=rsi2_next_open; setup_rsi2=2.66; raw_entry=open:17.6322; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=17.3383; filter_ma50=16.1668; filter_avg_value_10=58.69; filter_adr20=6.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SQM,2022-06-14,80.6085,,,2022-06-16,77.8788,3_day_low,1160,93505.91,-3166.48,-0.033864,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=3.17; raw_entry=open:80.5280; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=79.9240; filter_ma50=73.8667; filter_avg_value_10=233.97; filter_adr20=5.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,DVN,2022-06-14,60.3238,,,2022-06-16,55.7076,3_day_low,1538,92778.08,-7099.74,-0.076524,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=1.32; raw_entry=open:60.2636; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=58.3506; filter_ma50=55.3170; filter_avg_value_10=743.43; filter_adr20=3.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,APA,2022-06-14,40.7397,,,2022-06-16,38.3025,3_day_low,2275,92682.78,-5544.49,-0.059822,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=4.65; raw_entry=open:40.6990; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=39.7994; filter_ma50=37.7935; filter_avg_value_10=442.47; filter_adr20=4.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,MTDR,2022-06-14,57.7326,,,2022-06-16,53.8584,3_day_low,1603,92545.31,-6210.36,-0.067106,,,,2,98.0,entry=rsi2_next_open; setup_rsi2=4.22; raw_entry=open:57.6749; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=56.3278; filter_ma50=50.9898; filter_avg_value_10=88.91; filter_adr20=5.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,RRC,2022-06-14,31.128,,,2022-06-16,28.0573,3_day_low,2969,92419.07,-9117.01,-0.098649,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=4.02; raw_entry=open:31.0969; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=31.1739; filter_ma50=30.2672; filter_avg_value_10=141.88; filter_adr20=6.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,HRB,2022-06-14,30.2038,,,2022-06-16,29.7699,3_day_low,3032,91577.84,-1315.63,-0.014366,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:30.1736; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=29.9777; filter_ma50=26.5669; filter_avg_value_10=61.85; filter_adr20=3.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CNX,2022-06-14,21.8218,,,2022-06-16,19.3107,3_day_low,4202,91695.2,-10551.77,-0.115074,,,,2,97.0,entry=rsi2_next_open; setup_rsi2=2.69; raw_entry=open:21.8000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=21.5900; filter_ma50=21.1218; filter_avg_value_10=77.36; filter_adr20=4.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,FANG,2022-06-14,127.7025,,,2022-06-16,118.9582,3_day_low,711,90796.49,-6217.24,-0.068474,,,,2,96.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:127.5749; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=124.2297; filter_ma50=115.3779; filter_avg_value_10=340.71; filter_adr20=3.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,PPC,2022-06-14,25.4566,,,2022-06-16,24.7964,3_day_low,3562,90676.3,-2351.61,-0.025934,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=1.03; raw_entry=open:25.4311; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=25.2617; filter_ma50=24.6865; filter_avg_value_10=28.02; filter_adr20=3.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,PAG,2022-06-14,101.1714,,,2022-06-16,99.8325,3_day_low,893,90346.04,-1195.61,-0.013234,,,,2,93.0,entry=rsi2_next_open; setup_rsi2=4.72; raw_entry=open:101.0703; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=100.2693; filter_ma50=97.0434; filter_avg_value_10=37.54; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,AVT,2022-06-14,40.4525,,,2022-06-16,39.7914,3_day_low,2239,90573.12,-1480.12,-0.016342,,,,2,92.0,entry=rsi2_next_open; setup_rsi2=2.06; raw_entry=open:40.4121; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=40.2033; filter_ma50=39.5395; filter_avg_value_10=35.91; filter_adr20=2.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,WTI,2022-06-15,6.9142,,,2022-06-16,6.6624,3_day_low,12889,89117.11,-3244.92,-0.036412,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=4.28; raw_entry=open:6.9073; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=6.9168; filter_ma50=5.4542; filter_avg_value_10=45.19; filter_adr20=7.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,AR,2022-06-15,38.6887,,,2022-06-16,36.7632,3_day_low,2304,89138.65,-4436.24,-0.049768,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:38.6500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=38.0400; filter_ma50=37.2494; filter_avg_value_10=324.07; filter_adr20=6.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CVE,2022-06-15,20.0664,,,2022-06-16,18.7639,3_day_low,4445,89195.05,-5789.7,-0.064911,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.89; raw_entry=open:20.0463; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=20.1645; filter_ma50=18.1531; filter_avg_value_10=186.02; filter_adr20=3.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,TALO,2022-06-15,21.6216,,,2022-06-16,20.3396,3_day_low,4114,88951.26,-5273.98,-0.059291,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.06; raw_entry=open:21.6000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=21.6000; filter_ma50=19.9152; filter_avg_value_10=36.21; filter_adr20=5.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SU,2022-06-15,33.981,,,2022-06-16,32.5894,3_day_low,2612,88758.27,-3634.71,-0.040951,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.86; raw_entry=open:33.9470; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=34.0942; filter_ma50=31.5005; filter_avg_value_10=258.74; filter_adr20=2.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CTRA,2022-06-15,26.4829,,,2022-06-16,25.3901,3_day_low,3348,88664.89,-3658.92,-0.041267,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=0.80; raw_entry=open:26.4565; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=26.3295; filter_ma50=26.0252; filter_avg_value_10=278.39; filter_adr20=3.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SLB,2022-06-15,39.915,,,2022-06-16,37.0389,3_day_low,2217,88491.66,-6376.47,-0.072057,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:39.8752; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=39.5367; filter_ma50=38.9770; filter_avg_value_10=504.48; filter_adr20=4.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SMCI,2022-06-15,4.6797,,,2022-06-16,4.5235,3_day_low,18821,88076.17,-2939.9,-0.033379,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.42; raw_entry=open:4.6750; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=4.6420; filter_ma50=4.6348; filter_avg_value_10=28.92; filter_adr20=4.90; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CNR,2022-06-14,45.5223,,,2022-06-17,44.0312,3_day_low,2057,93639.32,-3067.21,-0.032756,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:45.4768; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=44.8959; filter_ma50=44.4955; filter_avg_value_10=35.30; filter_adr20=6.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,TALO,2022-06-16,20.3804,,,2022-06-17,19.8601,3_day_low,3961,80726.61,-2060.68,-0.025527,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.52; raw_entry=open:20.3600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=21.1700; filter_ma50=19.9944; filter_avg_value_10=32.62; filter_adr20=5.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,CVE,2022-06-16,18.8014,,,2022-06-17,17.8375,3_day_low,4286,80582.9,-4131.51,-0.05127,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.21; raw_entry=open:18.7826; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=19.5281; filter_ma50=18.2300; filter_avg_value_10=185.27; filter_adr20=3.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,DINO,2022-06-16,43.043,,,2022-06-17,40.309,3_day_low,1867,80361.25,-5104.33,-0.063517,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.29; raw_entry=open:43.0000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=44.0944; filter_ma50=38.1393; filter_avg_value_10=124.32; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,OVV,2022-06-16,47.4949,,,2022-06-17,44.9333,3_day_low,1683,79933.93,-4311.11,-0.053933,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.00; raw_entry=open:47.4475; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=48.8494; filter_ma50=47.1562; filter_avg_value_10=228.57; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SU,2022-06-16,32.6547,,,2022-06-17,31.3869,3_day_low,2438,79612.06,-3090.83,-0.038824,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=2.63; raw_entry=open:32.6220; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=33.6006; filter_ma50=31.5987; filter_avg_value_10=245.23; filter_adr20=2.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,IMO,2022-06-16,46.5302,,,2022-06-17,45.6019,3_day_low,1707,79427.11,-1584.72,-0.019952,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=3.94; raw_entry=open:46.4838; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=47.7563; filter_ma50=46.8739; filter_avg_value_10=39.44; filter_adr20=3.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,MUR,2022-06-16,33.9152,,,2022-06-17,31.0838,3_day_low,2340,79361.53,-6625.35,-0.083483,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=2.82; raw_entry=open:33.8813; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=35.0173; filter_ma50=34.2112; filter_avg_value_10=62.10; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,COP,2022-06-16,90.5238,,,2022-06-17,87.0049,3_day_low,870,78755.75,-3061.48,-0.038873,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=2.42; raw_entry=open:90.4334; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=94.1537; filter_ma50=90.2261; filter_avg_value_10=704.92; filter_adr20=3.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,WTI,2022-06-17,6.2943,,,2022-06-21,5.3775,3_day_low,12352,77747.26,-11323.87,-0.14565,,,,2,99.0,entry=rsi2_next_open; setup_rsi2=2.16; raw_entry=open:6.2880; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-16 00:00:00; filter_close=6.3071; filter_ma50=5.5491; filter_avg_value_10=43.86; filter_adr20=7.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,NOG,2022-06-17,26.4086,,,2022-06-22,22.545,3_day_low,2902,76637.75,-11212.29,-0.146302,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=1.76; raw_entry=open:26.3822; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-16 00:00:00; filter_close=26.4315; filter_ma50=24.1610; filter_avg_value_10=42.44; filter_adr20=5.53; rs_bucket=rs90_100
rs90_100_rsi2_next_open_3_day_low_no_stop,SM,2022-06-17,39.6045,,,2022-06-22,33.9534,3_day_low,1907,75525.76,-10776.66,-0.142688,,,,3,98.0,entry=rsi2_next_open; setup_rsi2=2.70; raw_entry=open:39.5649; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-16 00:00:00; filter_close=39.6565; filter_ma50=37.8279; filter_avg_value_10=99.99; filter_adr20=6.77; rs_bucket=rs90_100
