strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_hold_1d_open_no_stop,SIMO,2022-05-24,81.6648,,,2022-05-25,80.3712,hold_1d_open,1224,99957.73,-1583.38,-0.015841,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.96; raw_entry=open:81.5832; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-05-23 00:00:00; filter_close=81.9512; filter_ma50=71.7197; filter_avg_value_10=74.11; filter_adr20=4.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,BKR,2022-06-13,31.3286,,,2022-06-14,31.1931,hold_1d_open,3137,98277.7,-424.98,-0.004324,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=2.51; raw_entry=open:31.2973; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=32.1271; filter_ma50=31.6081; filter_avg_value_10=302.36; filter_adr20=3.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,PPC,2022-06-13,25.3209,,,2022-06-14,25.4057,hold_1d_open,3870,97991.85,328.23,0.00335,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=2.01; raw_entry=open:25.2956; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=25.7615; filter_ma50=24.6065; filter_avg_value_10=29.12; filter_adr20=3.54; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,OLN,2022-06-13,54.3835,,,2022-06-14,51.1961,hold_1d_open,1801,97944.71,-5740.46,-0.058609,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=3.73; raw_entry=open:54.3292; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=55.7923; filter_ma50=54.7133; filter_avg_value_10=93.83; filter_adr20=3.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CELH,2022-06-13,19.4995,,,2022-06-14,18.5847,hold_1d_open,5001,97516.9,-4574.67,-0.046912,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:19.4800; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=20.5033; filter_ma50=19.0715; filter_avg_value_10=54.48; filter_adr20=8.52; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,NRG,2022-06-13,39.2024,,,2022-06-14,36.597,hold_1d_open,2471,96869.02,-6437.85,-0.066459,,,,1,91.0,entry=rsi2_next_open; setup_rsi2=3.04; raw_entry=open:39.1632; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-10 00:00:00; filter_close=39.7595; filter_ma50=37.4054; filter_avg_value_10=165.60; filter_adr20=2.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CRK,2022-06-14,17.6498,,,2022-06-15,16.0141,hold_1d_open,5506,97179.86,-9006.31,-0.092677,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=2.66; raw_entry=open:17.6322; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=17.3383; filter_ma50=16.1668; filter_avg_value_10=58.69; filter_adr20=6.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,EQT,2022-06-14,43.0303,,,2022-06-15,39.1396,hold_1d_open,2236,96215.77,-8699.61,-0.090418,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=2.66; raw_entry=open:42.9873; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=42.4877; filter_ma50=39.7594; filter_avg_value_10=382.39; filter_adr20=5.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CVE,2022-06-14,20.8308,,,2022-06-15,20.0263,hold_1d_open,4571,95217.63,-3677.48,-0.038622,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.89; raw_entry=open:20.8100; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=20.4000; filter_ma50=18.0567; filter_avg_value_10=198.68; filter_adr20=3.07; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,TALO,2022-06-14,22.4224,,,2022-06-15,21.5784,hold_1d_open,4233,94914.02,-3572.65,-0.037641,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.97; raw_entry=open:22.4000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=21.8600; filter_ma50=19.8242; filter_avg_value_10=36.35; filter_adr20=5.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CNR,2022-06-14,45.5223,,,2022-06-15,44.9431,hold_1d_open,2077,94549.77,-1202.91,-0.012723,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.81; raw_entry=open:45.4768; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=44.8959; filter_ma50=44.4955; filter_avg_value_10=35.30; filter_adr20=6.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,SQM,2022-06-14,80.6085,,,2022-06-15,80.775,hold_1d_open,1171,94392.61,194.95,0.002065,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.17; raw_entry=open:80.5280; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=79.9240; filter_ma50=73.8667; filter_avg_value_10=233.97; filter_adr20=5.38; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,VLO,2022-06-14,120.7547,,,2022-06-15,119.3457,hold_1d_open,781,94309.42,-1100.4,-0.011668,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.97; raw_entry=open:120.6341; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=117.4308; filter_ma50=106.0033; filter_avg_value_10=625.87; filter_adr20=3.95; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CTRA,2022-06-14,28.1349,,,2022-06-15,26.43,hold_1d_open,3351,94280.21,-5713.18,-0.060598,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.78; raw_entry=open:28.1068; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=27.5567; filter_ma50=25.9480; filter_avg_value_10=301.06; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,DVN,2022-06-14,60.3238,,,2022-06-15,59.4288,hold_1d_open,1553,93682.94,-1390.07,-0.014838,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.32; raw_entry=open:60.2636; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=58.3506; filter_ma50=55.3170; filter_avg_value_10=743.43; filter_adr20=3.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,APA,2022-06-14,40.7397,,,2022-06-15,40.1959,hold_1d_open,2296,93538.31,-1248.61,-0.013349,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.65; raw_entry=open:40.6990; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=39.7994; filter_ma50=37.7935; filter_avg_value_10=442.47; filter_adr20=4.87; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,MTDR,2022-06-14,57.7326,,,2022-06-15,56.652,hold_1d_open,1618,93411.29,-1748.39,-0.018717,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.22; raw_entry=open:57.6749; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=56.3278; filter_ma50=50.9898; filter_avg_value_10=88.91; filter_adr20=5.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,RRC,2022-06-14,31.128,,,2022-06-15,29.1723,hold_1d_open,2997,93290.65,-5861.37,-0.062829,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.02; raw_entry=open:31.0969; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=31.1739; filter_ma50=30.2672; filter_avg_value_10=141.88; filter_adr20=6.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,MPC,2022-06-14,96.4911,,,2022-06-15,94.7164,hold_1d_open,960,92631.48,-1703.77,-0.018393,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.89; raw_entry=open:96.3947; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=94.0654; filter_ma50=86.6365; filter_avg_value_10=708.71; filter_adr20=3.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,HRB,2022-06-14,30.2038,,,2022-06-15,30.3658,hold_1d_open,3060,92423.55,495.76,0.005364,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=4.25; raw_entry=open:30.1736; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=29.9777; filter_ma50=26.5669; filter_avg_value_10=61.85; filter_adr20=3.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CNX,2022-06-14,21.8218,,,2022-06-15,19.9001,hold_1d_open,4242,92568.07,-8151.93,-0.088064,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=2.69; raw_entry=open:21.8000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=21.5900; filter_ma50=21.1218; filter_avg_value_10=77.36; filter_adr20=4.26; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,FANG,2022-06-14,127.7025,,,2022-06-15,125.0375,hold_1d_open,717,91562.71,-1910.83,-0.020869,,,,1,96.0,entry=rsi2_next_open; setup_rsi2=3.62; raw_entry=open:127.5749; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=124.2297; filter_ma50=115.3779; filter_avg_value_10=340.71; filter_adr20=3.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,UTHR,2022-06-14,216.7165,,,2022-06-15,218.1716,hold_1d_open,422,91454.36,614.06,0.006714,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.19; raw_entry=open:216.5000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=216.4600; filter_ma50=196.7816; filter_avg_value_10=109.88; filter_adr20=3.96; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CC,2022-06-14,32.8519,,,2022-06-15,31.899,hold_1d_open,2788,91591.2,-2656.77,-0.029007,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=1.67; raw_entry=open:32.8191; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=33.5070; filter_ma50=32.8864; filter_avg_value_10=43.73; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,COKE,2022-06-14,52.9805,,,2022-06-15,55.1225,hold_1d_open,1722,91232.35,3688.6,0.040431,,,,1,94.0,entry=rsi2_next_open; setup_rsi2=2.83; raw_entry=open:52.9275; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=52.8528; filter_ma50=49.6236; filter_avg_value_10=31.56; filter_adr20=5.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,PPC,2022-06-14,25.4566,,,2022-06-15,25.1941,hold_1d_open,3596,91541.82,-943.72,-0.010309,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=1.03; raw_entry=open:25.4311; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=25.2617; filter_ma50=24.6865; filter_avg_value_10=28.02; filter_adr20=3.45; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,SMCI,2022-06-14,4.6927,,,2022-06-15,4.6703,hold_1d_open,19474,91385.41,-435.5,-0.004766,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.98; raw_entry=open:4.6880; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=4.6880; filter_ma50=4.6178; filter_avg_value_10=30.46; filter_adr20=4.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,PAG,2022-06-14,101.1714,,,2022-06-15,103.7429,hold_1d_open,902,91256.59,2319.5,0.025417,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=4.72; raw_entry=open:101.0703; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=100.2693; filter_ma50=97.0434; filter_avg_value_10=37.54; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,AVT,2022-06-14,40.4525,,,2022-06-15,40.6437,hold_1d_open,2260,91422.62,432.03,0.004726,,,,1,92.0,entry=rsi2_next_open; setup_rsi2=2.06; raw_entry=open:40.4121; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-13 00:00:00; filter_close=40.2033; filter_ma50=39.5395; filter_avg_value_10=35.91; filter_adr20=2.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,WTI,2022-06-15,6.9142,,,2022-06-16,6.6624,hold_1d_open,13314,92055.65,-3351.91,-0.036412,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=4.28; raw_entry=open:6.9073; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=6.9168; filter_ma50=5.4542; filter_avg_value_10=45.19; filter_adr20=7.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,AR,2022-06-15,38.6887,,,2022-06-16,38.4615,hold_1d_open,2380,92078.99,-540.62,-0.005871,,,,1,99.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:38.6500; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=38.0400; filter_ma50=37.2494; filter_avg_value_10=324.07; filter_adr20=6.60; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CVE,2022-06-15,20.0664,,,2022-06-16,18.7639,hold_1d_open,4592,92144.81,-5981.17,-0.064911,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.89; raw_entry=open:20.0463; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=20.1645; filter_ma50=18.1531; filter_avg_value_10=186.02; filter_adr20=3.21; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,TALO,2022-06-15,21.6216,,,2022-06-16,20.3396,hold_1d_open,4250,91891.8,-5448.33,-0.059291,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.06; raw_entry=open:21.6000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=21.6000; filter_ma50=19.9152; filter_avg_value_10=36.21; filter_adr20=5.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CNR,2022-06-15,45.0331,,,2022-06-16,44.9892,hold_1d_open,2036,91687.38,-89.42,-0.000975,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.72; raw_entry=open:44.9881; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=44.8313; filter_ma50=44.6772; filter_avg_value_10=34.03; filter_adr20=6.71; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,SU,2022-06-15,33.981,,,2022-06-16,32.5894,hold_1d_open,2708,92020.44,-3768.3,-0.040951,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=4.86; raw_entry=open:33.9470; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=34.0942; filter_ma50=31.5005; filter_avg_value_10=258.74; filter_adr20=2.91; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CTRA,2022-06-15,26.4829,,,2022-06-16,25.3901,hold_1d_open,3470,91895.81,-3792.25,-0.041267,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=0.80; raw_entry=open:26.4565; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=26.3295; filter_ma50=26.0252; filter_avg_value_10=278.39; filter_adr20=3.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,SLB,2022-06-15,39.915,,,2022-06-16,37.0389,hold_1d_open,2298,91724.78,-6609.44,-0.072057,,,,1,95.0,entry=rsi2_next_open; setup_rsi2=3.43; raw_entry=open:39.8752; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=39.5367; filter_ma50=38.9770; filter_avg_value_10=504.48; filter_adr20=4.13; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,SMCI,2022-06-15,4.6797,,,2022-06-16,4.5664,hold_1d_open,19507,91286.42,-2209.09,-0.0242,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=2.42; raw_entry=open:4.6750; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=4.6420; filter_ma50=4.6348; filter_avg_value_10=28.92; filter_adr20=4.90; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,PPC,2022-06-15,25.2446,,,2022-06-16,25.1349,hold_1d_open,3619,91360.1,-396.93,-0.004345,,,,1,93.0,entry=rsi2_next_open; setup_rsi2=0.68; raw_entry=open:25.2194; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-14 00:00:00; filter_close=24.9991; filter_ma50=24.7570; filter_avg_value_10=26.87; filter_adr20=3.33; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,TALO,2022-06-16,20.3804,,,2022-06-17,19.8601,hold_1d_open,4358,88817.61,-2267.21,-0.025527,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.52; raw_entry=open:20.3600; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=21.1700; filter_ma50=19.9944; filter_avg_value_10=32.62; filter_adr20=5.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,CVE,2022-06-16,18.8014,,,2022-06-17,17.8375,hold_1d_open,4716,88667.52,-4546.01,-0.05127,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=1.21; raw_entry=open:18.7826; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=19.5281; filter_ma50=18.2300; filter_avg_value_10=185.27; filter_adr20=3.37; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,DINO,2022-06-16,43.043,,,2022-06-17,40.8472,hold_1d_open,2054,88410.29,-4510.24,-0.051015,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=3.29; raw_entry=open:43.0000; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=44.0944; filter_ma50=38.1393; filter_avg_value_10=124.32; filter_adr20=3.85; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,OVV,2022-06-16,47.4949,,,2022-06-17,44.9333,hold_1d_open,1852,87960.57,-4744.02,-0.053933,,,,1,98.0,entry=rsi2_next_open; setup_rsi2=2.00; raw_entry=open:47.4475; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=48.8494; filter_ma50=47.1562; filter_avg_value_10=228.57; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,SU,2022-06-16,32.6547,,,2022-06-17,31.3869,hold_1d_open,2683,87612.45,-3401.44,-0.038824,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=2.63; raw_entry=open:32.6220; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=33.6006; filter_ma50=31.5987; filter_avg_value_10=245.23; filter_adr20=2.97; rs_bucket=rs90_100
rs90_100_rsi2_next_open_hold_1d_open_no_stop,IMO,2022-06-16,46.5302,,,2022-06-17,45.6019,hold_1d_open,1878,87383.78,-1743.47,-0.019952,,,,1,97.0,entry=rsi2_next_open; setup_rsi2=3.94; raw_entry=open:46.4838; slippage_bps=10.0; initial_stop_mode=no_stop; initial_stop=nan; decision_date=2022-06-15 00:00:00; filter_close=47.7563; filter_ma50=46.8739; filter_avg_value_10=39.44; filter_adr20=3.64; rs_bucket=rs90_100
